geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA2192	2238	2.48746145366154e-09	1.17250653630663e-11	7.67895568104171e-11
.	gene-PA3579	3672	224183263038.136	1.17335030580534e-11	7.67895568104171e-11
.	gene-PA5286	5448	1745465.06248624	1.17337251026584e-11	7.67895568104171e-11
.	gene-PA2212	2260	3.80679873050589e-12	1.17701404178661e-11	7.67895568104171e-11
.	gene-PA2096	2141	6504775.3617714	1.17760245998966e-11	7.67895568104171e-11
.	gene-PA0099	103	7.36351213369322e-08	1.17887921646798e-11	7.67895568104171e-11
.	gene-PA0170	173	37289.6079794343	1.17974519042718e-11	7.67895568104171e-11
.	gene-PA5503	5671	176090.702655512	1.18135501381289e-11	7.67895568104171e-11
.	gene-PA3871	3968	564030.302545824	1.1827983037449e-11	7.67895568104171e-11
.	gene-PA4456	4577	22044502.0272944	1.1829426327381e-11	7.67895568104171e-11
.	gene-PA4046	4146	116238.632559087	1.18441922936086e-11	7.67895568104171e-11
rpsR	gene-PA4934	5087	2882240469615.3	1.18491882972194e-11	7.67895568104171e-11
rmd	gene-PA5454	5623	4.30424577699445e-14	1.18494103418243e-11	7.67895568104171e-11
.	gene-PA0352	357	31490.3979392745	1.18511866986637e-11	7.67895568104171e-11
.	gene-PA4815	4969	2473.93092819703	1.18547394123425e-11	7.67895568104171e-11
ccmA	gene-PA1475	1506	30233.453173689	1.18608456389779e-11	7.67895568104171e-11
.	gene-PA3276	3355	11259.4456397497	1.18730580922488e-11	7.67895568104171e-11
.	gene-PA2840	2904	40231.4300746887	1.18802745419089e-11	7.67895568104171e-11
.	gene-PA0274	278	3.098897236232e-07	1.18842713447975e-11	7.67895568104171e-11
wbpW	gene-PA5452	5621	449268.12819645	1.18955956196487e-11	7.67895568104171e-11
ndk	gene-PA3807	3903	5610645624.49404	1.18964837980684e-11	7.67895568104171e-11
.	gene-PA2500	2551	804952732.367762	1.18977050433955e-11	7.67895568104171e-11
.	gene-PA2768	2828	8415009.00439846	1.19023679800989e-11	7.67895568104171e-11
znuB	gene-PA5501	5669	275411.143766292	1.19044774038457e-11	7.67895568104171e-11
mttC	gene-PA2866	2931	19531.3729954995	1.190647580529e-11	7.67895568104171e-11
.	gene-PA1752	1789	131942342.874973	1.19118048758082e-11	7.67895568104171e-11
.	gene-PA2264	2311	2.43671738313044e-14	1.192135279382e-11	7.67895568104171e-11
ccmF	gene-PA1480	1511	7624652.89791981	1.19260157305234e-11	7.67895568104171e-11
.	gene-PA3518	3610	2.08112494597442e-21	1.19406706744485e-11	7.67895568104171e-11
.	gene-PA3601	3694	5.67991830066229e-09	1.1942002942078e-11	7.67895568104171e-11
.	gene-PA4654	4788	1.15423193415661e-12	1.19426690758928e-11	7.67895568104171e-11
opdO	gene-PA2113	2158	3355893.22245604	1.19475540572012e-11	7.67895568104171e-11
rpmF	gene-PA2970	3037	1486662328.90799	1.19506626816701e-11	7.67895568104171e-11
.	gene-PA2090	2135	5.95598265946693e-07	1.1953993350744e-11	7.67895568104171e-11
.	gene-PA2595	2650	5.74672172677177e-11	1.19642074025705e-11	7.67895568104171e-11
.	gene-PA3456	3549	3055570.56717727	1.19710907853232e-11	7.67895568104171e-11
thiE	gene-PA3976	4076	336352.66041933	1.19890763983221e-11	7.67895568104171e-11
rplU	gene-PA4568	4693	29296104371.7658	1.20188303753821e-11	7.67895568104171e-11
.	gene-PA1157	1185	30006.3119187426	1.20206067322215e-11	7.67895568104171e-11
.	gene-PA1591	1627	1519.47298814894	1.20350396315416e-11	7.67895568104171e-11
.	gene-PA3069	3140	4744532.80960492	1.20390364344303e-11	7.67895568104171e-11
atpA	gene-PA5556	5723	4776228638.1418	1.20392584790352e-11	7.67895568104171e-11
rplI	gene-PA4932	5085	620931235902.457	1.203992461285e-11	7.67895568104171e-11
.	gene-PA4849	5003	21272632.3544157	1.20611298726203e-11	7.67895568104171e-11
.	gene-PA3179	3257	7016001.55384171	1.20793375302242e-11	7.67895568104171e-11
.	gene-PA5352	5515	6.98500621197032e-21	1.20881082921187e-11	7.67895568104171e-11
.	gene-PA0079	82	1.07378687354375e-06	1.21027632360438e-11	7.67895568104171e-11
.	gene-PA4328	4445	639263.051585407	1.21074261727472e-11	7.67895568104171e-11
.	gene-PA3065	3136	2.82787734485889e-05	1.21207488490427e-11	7.67895568104171e-11
.	gene-PA4033	4132	12375.6733116908	1.2125633830351e-11	7.67895568104171e-11
atpG	gene-PA5555	5722	1382886602.23219	1.21291865440298e-11	7.67895568104171e-11
.	gene-PA4038	4138	114448631044.878	1.21322951684988e-11	7.67895568104171e-11
.	gene-PA4025	4124	5.76276540319109e-15	1.2134515614548e-11	7.67895568104171e-11
.	gene-PA1410	1440	1.08590230804279e-07	1.21431753541401e-11	7.67895568104171e-11
braF	gene-PA1071	1097	5.81482939217436e-10	1.21664900376572e-11	7.67895568104171e-11
rpmB	gene-PA5316	5478	22236684989.6051	1.21678223052868e-11	7.67895568104171e-11
.	gene-PA3968	4067	1650974.7734453	1.21738175096198e-11	7.67895568104171e-11
.	gene-PA0855	872	7.56134288242926e-08	1.21813670261872e-11	7.67895568104171e-11
narH	gene-PA3874	3971	24308.2645282478	1.21815890707921e-11	7.67895568104171e-11
.	gene-PA1395	1425	3.8594056768843e-06	1.21831433830266e-11	7.67895568104171e-11
aspA	gene-PA5429	5597	4777222.67347329	1.21842536060512e-11	7.67895568104171e-11
rpsP	gene-PA3745	3841	76545992.4380184	1.2190914944199e-11	7.67895568104171e-11
.	gene-PA0493	499	129523.443174235	1.22061249996364e-11	7.67895568104171e-11
.	gene-PA1664	1701	3073.8068960966	1.22110099809447e-11	7.67895568104171e-11
.	gene-PA2848	2912	0.00126530968894247	1.22263310586845e-11	7.67895568104171e-11
cynT	gene-PA2053	2098	3.3463347723799e-10	1.2238210445048e-11	7.67895568104171e-11
.	gene-PA5201	5361	88427.8221795109	1.22406529357022e-11	7.67895568104171e-11
.	gene-PA2901	2966	286079.100795297	1.2247092229245e-11	7.67895568104171e-11
.	gene-PA1192	1220	221653.477051903	1.22510890321337e-11	7.67895568104171e-11
.	gene-PA1957	2002	575757.249952546	1.22610810393553e-11	7.67895568104171e-11
.	gene-PA2559a	2611	1.05912159073364e-08	1.22621912623799e-11	7.67895568104171e-11
exaC	gene-PA1984	2029	8.17564550521609e-18	1.2265077842244e-11	7.67895568104171e-11
.	gene-PA4173	4273	4.10544453740246e-08	1.22726273588114e-11	7.67895568104171e-11
narI	gene-PA3872	3969	361178.856221158	1.22786225631444e-11	7.67895568104171e-11
tpbA	gene-PA3885	3982	6.37640269423028e-05	1.22799548307739e-11	7.67895568104171e-11
.	gene-PA3519	3611	4.88591929397328e-23	1.22821752768232e-11	7.67895568104171e-11
.	gene-PA1329	1359	4.18385215086125e-06	1.22911680833226e-11	7.67895568104171e-11
rplM	gene-PA4433	4553	573710038.43042	1.22923893286497e-11	7.67895568104171e-11
.	gene-PA2753	2810	1631658676.88288	1.2302048268964e-11	7.67895568104171e-11
.	gene-PA4004	4103	1256447.27423324	1.23256960193885e-11	7.67895568104171e-11
eutB	gene-PA4024	4123	1.83818428403986e-16	1.2328693621555e-11	7.67895568104171e-11
gabP	gene-PA0129	133	5.73815608723374e-19	1.23621113345962e-11	7.67895568104171e-11
.	gene-PA0193	196	4.47596277764546e-11	1.23769883231262e-11	7.67895568104171e-11
rbfA	gene-PA4743	4893	884536.211279511	1.23883125979773e-11	7.67895568104171e-11
.	gene-PA1646	1683	19815.1545839546	1.23889787317921e-11	7.67895568104171e-11
.	MSTRG.3013.1	3706	2838421382.41524	1.24085186570255e-11	7.67895568104171e-11
purK	gene-PA5425	5593	38373.4199515306	1.24092958131428e-11	7.67895568104171e-11
hcnC	gene-PA2195	2243	87656630610.1566	1.24138477275437e-11	7.67895568104171e-11
atpB	gene-PA5560	5727	7472464.03792995	1.24236176901604e-11	7.67895568104171e-11
.	gene-PA2106	2151	4.40123241049456e-11	1.24258381362097e-11	7.67895568104171e-11
.	rna-PA5316.1	5479	19620308244.0535	1.2427836537654e-11	7.67895568104171e-11
.	gene-PA2537	2588	2.34315937457687e-06	1.24311672067279e-11	7.67895568104171e-11
.	gene-PA4504	4625	2.43847542958646e-15	1.243982694632e-11	7.67895568104171e-11
fruI	gene-PA3562	3654	276927.894448726	1.24447119276283e-11	7.67895568104171e-11
.	gene-PA4671	4806	7990552553787	1.24480425967022e-11	7.67895568104171e-11
nrdJa	gene-PA5497	5665	2469289.11938053	1.2448486685912e-11	7.67895568104171e-11
.	gene-PA1659	1696	3.57893907312926e-07	1.24512622434736e-11	7.67895568104171e-11
.	gene-PA5097	5253	3.74280665099097e-27	1.24675825219356e-11	7.67895568104171e-11
clpV1	gene-PA0090	94	0.000223311688001964	1.24843468896074e-11	7.67895568104171e-11
.	gene-PA3722	3817	3.34999411432866e-08	1.24869004025641e-11	7.67895568104171e-11
opdH	gene-PA0755	769	2.5361634226533e-10	1.25006671680694e-11	7.67895568104171e-11
.	gene-PA0916	938	9195.48728409829	1.25196519817905e-11	7.67895568104171e-11
.	MSTRG.1311.1	1586	925474.153849682	1.25237598069816e-11	7.67895568104171e-11
purF	gene-PA3108	3183	314674.204590511	1.25326415911786e-11	7.67895568104171e-11
arcD	gene-PA5170	5328	35207846.7061438	1.25335297695983e-11	7.67895568104171e-11
.	gene-PA1227	1256	411767.846258217	1.2534417948018e-11	7.67895568104171e-11
pbpA	gene-PA4003	4102	71373.7393993597	1.25350840818328e-11	7.67895568104171e-11
.	gene-PA1429	1459	2445004228.01718	1.25353061264377e-11	7.67895568104171e-11
tig	gene-PA1800	1844	3205579144.1626	1.2537526572487e-11	7.67895568104171e-11
.	gene-PA1595	1631	7102753.14122997	1.25405241746535e-11	7.67895568104171e-11
cat	gene-PA0706	719	58913.3229071607	1.25688348617814e-11	7.67895568104171e-11
ptpA	gene-PA2978	3046	25300.2813129968	1.25714993970405e-11	7.67895568104171e-11
.	gene-PA3494	3587	3899.93262686337	1.25798260697252e-11	7.67895568104171e-11
liuD	gene-PA2012	2058	1.49132634655442e-21	1.25999211064709e-11	7.67895568104171e-11
.	gene-PA2763a	2823	718233.915275453	1.26187948978895e-11	7.67895568104171e-11
.	gene-PA0561	568	5.17807663471467e-05	1.26240129461053e-11	7.67895568104171e-11
cobQ	gene-PA1277	1306	1253.84569275568	1.26253452137348e-11	7.67895568104171e-11
efp	gene-PA2851	2915	43283182.5922145	1.26262333921545e-11	7.67895568104171e-11
.	gene-PA1741	1778	95793.3258350036	1.26525456778381e-11	7.67895568104171e-11
dxr	gene-PA3650	3745	734740.017272516	1.2657319636844e-11	7.67895568104171e-11
.	gene-PA3297	3376	193459.481409306	1.26740840045159e-11	7.67895568104171e-11
.	gene-PA3318	3400	4.12823710256182e-05	1.26770816066823e-11	7.67895568104171e-11
.	gene-PA3641	3736	98044.1583492435	1.26811894318735e-11	7.67895568104171e-11
.	gene-PA3169	3247	25458.0371216259	1.26831878333178e-11	7.67895568104171e-11
.	gene-PA3967	4066	97699.4753373969	1.2685630323972e-11	7.67895568104171e-11
.	gene-PA0736	750	5.27607921258875e-12	1.26971766434281e-11	7.67895568104171e-11
rpsB	gene-PA3656	3751	276299082504.895	1.27101662528162e-11	7.67895568104171e-11
.	gene-PA0474	480	2.07669089750443e-06	1.27284849327225e-11	7.67895568104171e-11
.	gene-PA5357	5520	931919.114086327	1.27303723118644e-11	7.67895568104171e-11
.	gene-PA1222	1251	49277.1687158371	1.27365895608023e-11	7.67895568104171e-11
hemF	gene-PA0024	24	203955.130499765	1.27376997838269e-11	7.67895568104171e-11
.	gene-PA3804	3900	280270.021356343	1.27431398766475e-11	7.67895568104171e-11
putA	gene-PA0782	796	7517400.47028533	1.27479138356534e-11	7.67895568104171e-11
.	gene-PA3806	3902	7587080.3204631	1.27560184637332e-11	7.67895568104171e-11
argJ	gene-PA4402	4520	6175639.19983081	1.27640120695105e-11	7.67895568104171e-11
fdxA	gene-PA3621	3715	627010.311458965	1.27695631846336e-11	7.67895568104171e-11
.	gene-PA0840	856	5.28037728025194e-15	1.27720056752878e-11	7.67895568104171e-11
gpuA	gene-PA0288	292	0.00159825464081728	1.27781119019232e-11	7.67895568104171e-11
.	gene-PA5099	5255	1.20010551862468e-25	1.27813315486947e-11	7.67895568104171e-11
kdsA	gene-PA3636	3731	2994947.43479516	1.27839960839538e-11	7.67895568104171e-11
.	gene-PA0547	554	8142353.30963911	1.27875487976326e-11	7.67895568104171e-11
.	gene-PA2181	2228	1.09930366207899e-09	1.27887700429596e-11	7.67895568104171e-11
oprG	gene-PA4067	4165	1426086009810.42	1.27919896897311e-11	7.67895568104171e-11
.	gene-PA2974	3041	456512.282030197	1.27953203588049e-11	7.67895568104171e-11
.	gene-PA0794	809	4.2137183746653e-17	1.27993171616936e-11	7.67895568104171e-11
.	gene-PA0164	167	2456.87102524527	1.28094201912177e-11	7.67895568104171e-11
.	gene-PA2501	2552	3802318.41618526	1.28219657113959e-11	7.67895568104171e-11
.	gene-PA3839	3936	17963.451647317	1.28221877560009e-11	7.67895568104171e-11
rplS	gene-PA3742	3838	80018007716.4293	1.28272947819141e-11	7.67895568104171e-11
aroE	gene-PA0025	25	1275063.95101828	1.28462795956352e-11	7.67895568104171e-11
.	gene-PA4358	4475	898628449.056609	1.28494992424066e-11	7.67895568104171e-11
.	gene-PA5046	5203	9720883.4885795	1.28664856546834e-11	7.67895568104171e-11
betI	gene-PA5374	5542	41831933.8895401	1.28677069000105e-11	7.67895568104171e-11
.	gene-PA5145	5301	308071.902140477	1.28698163237573e-11	7.67895568104171e-11
ygbB	gene-PA3627	3722	378350.265281067	1.28863586468242e-11	7.67895568104171e-11
.	gene-PA4023	4122	8.78189252241202e-18	1.28939081633916e-11	7.67895568104171e-11
nqrA	gene-PA2999	3067	683858.571995868	1.28951294087187e-11	7.67895568104171e-11
.	gene-PA4923	5076	18470.8639199831	1.28997923454222e-11	7.67895568104171e-11
guaB	gene-PA3770	3866	3890359.34922287	1.29046773267305e-11	7.67895568104171e-11
.	gene-PA1045	1070	44795.2646261528	1.29065647058724e-11	7.67895568104171e-11
alg44	gene-PA3542	3634	858329.305909541	1.29143362670447e-11	7.67895568104171e-11
nrdD	gene-PA1920	1967	55714.6131407489	1.2922551917427e-11	7.67895568104171e-11
rpsI	gene-PA4432	4552	734929492.468378	1.29320998354387e-11	7.67895568104171e-11
pdxA	gene-PA0593	601	17806.4552196147	1.29467547793638e-11	7.67895568104171e-11
.	rna-PA4726.1	4874	974476743.459791	1.29762867118188e-11	7.67895568104171e-11
.	gene-PA3071	3142	943313.827910701	1.29837252060838e-11	7.67895568104171e-11
gidA	gene-PA5565	5732	3.10204443247223e-08	1.3011369759397e-11	7.67895568104171e-11
hisF1	gene-PA5140	5296	84491.8005212741	1.3017142919125e-11	7.67895568104171e-11
rplA	gene-PA4273	4376	1547540296.93188	1.30344623983092e-11	7.67895568104171e-11
.	gene-PA0089	93	3.19120397783366e-09	1.30421229371791e-11	7.67895568104171e-11
msuE	gene-PA2357	2407	0.00352495386718343	1.30435662271111e-11	7.67895568104171e-11
glmR	gene-PA5550	5717	14902376.2556614	1.30442323609259e-11	7.67895568104171e-11
eno	gene-PA3635	3730	40699233.2094483	1.30564448141968e-11	7.67895568104171e-11
.	gene-PA3139	3218	191843.984548429	1.3080980743041e-11	7.67895568104171e-11
.	gene-PA1497	1529	8373.02174027852	1.30812027876459e-11	7.67895568104171e-11
.	gene-PA2941	3006	179004.491891548	1.30842003898124e-11	7.67895568104171e-11
ccmC	gene-PA1477	1508	15745308.0294933	1.30850885682321e-11	7.67895568104171e-11
.	gene-PA3242	3319	8669.67139974314	1.30876420811887e-11	7.67895568104171e-11
maiA	gene-PA2007	2053	9.66426077135187e-13	1.30888633265158e-11	7.67895568104171e-11
.	gene-PA0754	768	5.14458196672258e-13	1.31303856676368e-11	7.67895568104171e-11
.	gene-PA1879	1926	140124.86170591	1.31338273590131e-11	7.67895568104171e-11
nadD	gene-PA4006	4105	120033.191835948	1.31383792734141e-11	7.67895568104171e-11
.	gene-PA2201	2249	5114.16111161238	1.31925581570158e-11	7.67895568104171e-11
gcvP2	gene-PA2445	2499	831005710.604751	1.31963329152995e-11	7.67895568104171e-11
hutH	gene-PA5098	5254	1.10428326499318e-29	1.32059918556138e-11	7.67895568104171e-11
hisS	gene-PA3802	3898	74441487.4803056	1.32109878592246e-11	7.67895568104171e-11
.	gene-PA3505	3597	5.1263604918323e-12	1.32167610189526e-11	7.67895568104171e-11
.	gene-PA0545	552	4751278186.19431	1.32973632105404e-11	7.67895568104171e-11
metF	gene-PA0430	435	120724.900041218	1.33018041026389e-11	7.67895568104171e-11
.	gene-PA4746	4896	4567901.89411676	1.33020261472439e-11	7.67895568104171e-11
.	gene-PA4530	4652	9689280.10526679	1.3306133972435e-11	7.67895568104171e-11
waaA	gene-PA4988	5145	107070.403184005	1.3322232206292e-11	7.67895568104171e-11
phzE1	gene-PA4214	4315	39605872.9124797	1.33262290091807e-11	7.67895568104171e-11
.	gene-PA5033	5190	126857.284418588	1.33413280423156e-11	7.67895568104171e-11
era	gene-PA0771	785	2.07368609313291e-10	1.33448807559944e-11	7.67895568104171e-11
.	gene-PA1478	1509	56609817.967074	1.3351986183352e-11	7.67895568104171e-11
.	gene-PA3665	3760	87670.911282913	1.33555388970308e-11	7.67895568104171e-11
.	gene-PA2552	2603	3.96458960217015e-21	1.33625333020859e-11	7.67895568104171e-11
.	gene-PA2348	2398	4.97908244261037e-07	1.33661970380672e-11	7.67895568104171e-11
.	gene-PA4632	4765	657543.57202321	1.33665301049746e-11	7.67895568104171e-11
.	gene-PA0774	788	7986.78108775806	1.33850708294858e-11	7.67895568104171e-11
.	gene-PA5247	5408	6.1993584819922e-13	1.33851818517883e-11	7.67895568104171e-11
tyrS	gene-PA4138	4237	3606719982862.75	1.34188216094344e-11	7.67895568104171e-11
mutS	gene-PA3620	3714	7842.08413246611	1.3437695400853e-11	7.67895568104171e-11
.	gene-PA0542	549	753358.144594356	1.34388056238777e-11	7.67895568104171e-11
pmpR	gene-PA0964	988	157494419.336367	1.34391386907851e-11	7.67895568104171e-11
.	gene-PA2353	2403	25088.8081970813	1.34448008282106e-11	7.67895568104171e-11
rpmA	gene-PA4567	4692	13859421451.4275	1.34501298987288e-11	7.67895568104171e-11
.	gene-PA2842	2906	525146.194476787	1.34672273333081e-11	7.67895568104171e-11
.	gene-PA1521	1553	2.74940693841258e-12	1.34712241361967e-11	7.67895568104171e-11
.	gene-PA0169	172	93621.7547799744	1.34773303628322e-11	7.67895568104171e-11
rpmJ	gene-PA4242	4343	985574275.523	1.34803279649987e-11	7.67895568104171e-11
rpmH	gene-PA5570	5737	26097379.3760265	1.34814381880233e-11	7.67895568104171e-11
.	gene-PA4113	4212	6565.73873147571	1.34845468124922e-11	7.67895568104171e-11
.	gene-PA2263	2310	4.28135174978594e-26	1.34894317938006e-11	7.67895568104171e-11
.	gene-PA4371	4489	22623.622919799	1.34989797118124e-11	7.67895568104171e-11
.	gene-PA3373	3457	200747.689437552	1.35048638938429e-11	7.67895568104171e-11
.	gene-PA3420	3505	9.58949244169084e-13	1.35120803435029e-11	7.67895568104171e-11
.	gene-PA5397	5565	3.1515755701208e-12	1.35206290607925e-11	7.67895568104171e-11
.	gene-PA2702	2757	3.9404646988749e-05	1.35218503061196e-11	7.67895568104171e-11
.	gene-PA4429	4549	33499651.1995719	1.35302880011068e-11	7.67895568104171e-11
rpsA	gene-PA3162	3241	193554158.420718	1.35311761795265e-11	7.67895568104171e-11
.	gene-PA4022	4121	5.62315210826203e-18	1.35336186701807e-11	7.67895568104171e-11
hemE	gene-PA5034	5191	18305.483125285	1.35380595622792e-11	7.67895568104171e-11
.	gene-PA1052	1077	6382696.16370295	1.3544498855822e-11	7.67895568104171e-11
.	gene-PA1593	1629	606436.342833836	1.35451649896368e-11	7.67895568104171e-11
thiG	gene-PA0381	386	42849.7488766587	1.35522704169944e-11	7.67895568104171e-11
rplW	gene-PA4261	4362	15500235.6369806	1.35664812717096e-11	7.67895568104171e-11
.	gene-PA2631	2687	541082132342.836	1.35688127400613e-11	7.67895568104171e-11
.	gene-PA2026	2072	0.000418210674621782	1.35689237623637e-11	7.67895568104171e-11
rpmE	gene-PA5049	5206	2422540127.3594	1.35836897285913e-11	7.67895568104171e-11
rplC	gene-PA4263	4364	34619572.7649759	1.36002320516582e-11	7.67895568104171e-11
.	gene-PA0799	814	1430.23222187094	1.36004540962631e-11	7.67895568104171e-11
.	gene-PA3370	3454	2.45218238915443e-26	1.36146649509783e-11	7.67895568104171e-11
pelC	gene-PA3062	3132	1.49215279267001e-12	1.36235467351753e-11	7.67895568104171e-11
.	gene-PA5108	5264	3.32099818228056e-12	1.36299860287181e-11	7.67895568104171e-11
.	gene-PA2550	2601	6.75647338540369e-19	1.36365363445634e-11	7.67895568104171e-11
.	gene-PA1271	1300	3375.20310808223	1.36395339467299e-11	7.67895568104171e-11
.	gene-PA0325	330	6.98105975067588e-09	1.36396449690324e-11	7.67895568104171e-11
pckA	gene-PA5192	5352	483797.212021314	1.36552991136796e-11	7.67895568104171e-11
.	gene-PA2988	3056	0.00567280411218939	1.36681777007652e-11	7.67895568104171e-11
.	gene-PA3727	3822	4.93009739962267e-07	1.36766153957524e-11	7.67895568104171e-11
.	gene-PA3263	3342	17075.9602478207	1.36780586856844e-11	7.67895568104171e-11
kdpB	gene-PA1634	1670	12447.2673321323	1.36819444662706e-11	7.67895568104171e-11
.	gene-PA2205	2253	1053.59387027345	1.37058142613e-11	7.67895568104171e-11
arnT	gene-PA3556	3648	9664.73515269636	1.37083677742567e-11	7.67895568104171e-11
.	gene-PA2784	2846	28827086521.0152	1.37171385361512e-11	7.67895568104171e-11
.	gene-PA3222	3299	3.07573535481407e-09	1.37283517886999e-11	7.67895568104171e-11
tgt	gene-PA3823	3919	24001.7174323609	1.3731016323959e-11	7.67895568104171e-11
